ORF,max_5_ind_1,max_5_ind_2,max_5_ind_3,max_5_ind_4,max_5_ind_5
YMR260C,298,3456,2220,2391,4904
YMR261C,1031,1110,386,249,4709
YMR262W,2613,2792,3990,1367,2867
YMR263W,5212,5553,5456,847,352
YMR264W,4772,3045,4310,5562,435
YMR265C,2565,1485,6098,1778,4263
YMR266W,30,6077,6489,1887,3274
YMR267W,259,6192,2101,229,3678
YMR268C,148,4564,1445,3517,1854
YMR269W,26,634,2474,6307,5886
YMR270C,4226,147,3280,6044,136
YMR271C,3891,1649,4717,4545,4096
YMR272C,3665,2150,3670,2688,5076
YMR272W-A,5046,-2,-2,-2,-2
YMR272W-B,1207,3889,-2,-2,-2
YMR273C,2288,2922,3049,3452,5747
YMR274C,1480,3613,3682,863,4788
YMR275C,1868,3940,3344,5306,3921
YMR276W,970,2980,1668,4546,1890
YMR277W,4610,916,1473,5345,2369
YMR278W,3799,4861,463,6629,3700
YMR279C,650,4008,6671,4844,2608
YMR280C,1267,2129,1548,2211,1792
YMR281W,2600,6234,6337,1507,3351
YMR282C,4818,6696,3475,4815,4004
YMR283C,889,6663,5855,3880,3342
YMR284W,4863,5735,4634,5768,4433
YMR285C,5595,4191,5523,5731,5493
YMR286W,3321,3846,2604,707,5115
YMR287C,6185,2829,5731,884,5355
YMR288W,5900,4984,4652,6552,813
YMR289W,5503,5379,4870,3886,6518
YMR290C,6435,4890,1869,2856,522
YMR290W-A,37,1852,5066,-2,-2
YMR291W,5555,2757,2353,4077,4359
YMR292W,3239,2120,3886,4717,5045
YMR293C,209,2473,681,2767,6111
YMR294W,6336,4061,2897,1145,3955
YMR294W-A,5073,507,2823,5272,1008
YMR295C,5072,1409,4678,703,1127
YMR296C,1098,311,541,2408,4467
YMR297W,6316,4281,139,3437,1694
YMR298W,2688,3670,1353,5046,3397
YMR299C,3955,1559,1494,6336,5071
YMR300C,2431,2334,4878,1478,4476
YMR301C,2187,3013,894,6419,596
YMR302C,6481,4142,305,813,6651
YMR303C,2356,5642,4838,1267,409
YMR304C-A,5084,6670,780,4755,6641
YMR304W,4051,3996,1295,4270,907
YMR305C,5082,3913,3423,426,5582
YMR306C-A,5086,-2,-2,-2,-2
YMR306W,4457,2399,3700,2700,6635
YMR307C-A,5088,-2,-2,-2,-2
YMR307W,332,2101,6145,6627,3679
YMR308C,4463,267,5312,1464,2341
YMR309C,1499,2543,3501,1744,6118
YMR310C,4278,6375,5132,2669,547
YMR311C,1876,3068,3870,1060,6383
YMR312W,6260,2965,6244,4504,2583
YMR313C,3813,5993,5477,726,1094
YMR314W,3258,4699,6009,2777,1739
YMR315W,2953,5364,409,402,6112
YMR315W-A,4065,0,4325,3763,-2
YMR316C-A,5100,6239,6144,-2,-2
YMR316C-B,5101,3518,6612,4549,-2
YMR316W,308,5098,6144,5567,4297
YMR317W,5099,2995,809,956,107
YMR318C,6219,4127,2458,6131,4933
YMR319C,4812,2167,2355,4215,1892
YMR320W,6144,766,764,6146,6143
YMR321C,6442,4980,2877,1831,1764
YMR322C,4601,5776,1328,6449,6150
YMR323W,6104,45,3826,6031,790
YMR324C,5852,3489,-2,-2,-2
YMR325W,3255,764,3899,2738,3491
YMR326C,3900,6288,5549,5463,83
YNL001W,3986,5815,1128,1215,4873
YNL002C,5066,1869,2856,2124,6375
YNL003C,4984,893,3002,6443,6566
YNL004W,1450,6331,5901,5259,2941
YNL005C,5891,5300,161,410,4566
YNL006W,1834,3561,3878,2964,5632
YNL007C,5761,6405,4038,1845,357
YNL008C,5281,4876,2753,1534,782
YNL009W,5148,5875,3149,4277,4417
YNL010W,3519,6577,4757,1669,6521
YNL011C,5382,1637,4065,2004,4606
YNL012W,1143,1768,4052,525,3094
YNL013C,5124,5122,493,464,2704
YNL014W,4984,377,6539,5123,1385
YNL015W,2909,1694,2372,334,175
YNL016W,2144,1502,2543,4023,6354
YNL017C,2737,3400,-2,-2,-2
YNL018C,5144,5145,5129,5720,308
YNL019C,5285,5145,2010,5210,5128
YNL020C,5366,3212,5199,128,746
YNL021W,1351,6652,5553,5142,5456
YNL022C,4984,2669,547,708,5091
YNL023C,5254,2473,4180,1801,1678
YNL024C,900,1121,2365,3133,1845
YNL024C-A,1121,4964,3388,3184,3698
YNL025C,6199,1513,738,881,5359
YNL026W,4974,4814,3916,2850,8
YNL027W,4558,3867,366,4662,2601
YNL028W,5140,493,464,1554,2704
YNL029C,5530,5076,6499,5139,6433
YNL030W,258,5142,121,120,1276
YNL031C,3375,5561,258,3433,1510
YNL032W,4532,753,2719,5170,5216
YNL033W,5145,2010,2024,5128,5129
YNL034W,5144,5129,5128,5196,5195
YNL035C,5788,717,6043,6020,2207
YNL036W,1767,3052,2157,4900,1968
YNL037C,5875,4417,837,3617,3466
YNL038W,1507,5057,6234,6337,2600
YNL039W,2631,1897,2417,5471,5855
YNL040W,1331,6405,900,5761,2498
YNL041C,1908,6563,4677,2322,5163
YNL042W,5588,424,3131,1753,1751
YNL042W-B,4065,328,2490,-2,-2
YNL043C,951,780,4755,6641,5156
YNL044W,1284,3087,5155,1823,2297
YNL045W,6316,4861,837,4277,6124
YNL046W,6012,4132,3839,5193,6320
YNL047C,3315,3878,1834,4822,5632
YNL048W,368,211,142,5499,5732
YNL049C,6654,975,4311,4377,4108
YNL050C,670,5043,5895,2123,4680
YNL051W,2096,2322,5152,2493,4677
YNL052W,5801,2807,1652,4121,838
YNL053W,138,2410,2781,5956,5980
YNL054W,5451,2047,4506,2049,4346
YNL054W-A,756,5029,3137,5006,2814
YNL054W-B,-2,-2,-2,-2,-2
YNL055C,4974,3617,229,5137,4810
YNL056W,753,2719,5143,5216,1103
YNL057W,-2,-2,-2,-2,-2
YNL058C,2924,2197,1182,1442,320
YNL059C,6400,2247,1236,1675,5880
YNL061W,5066,1869,2856,802,6375
YNL062C,3385,1206,981,5684,822
YNL063W,1181,5207,1537,4602,404
YNL064C,6405,4038,5761,6265,1845
YNL065W,4040,5526,6093,6215,6463
YNL066W,2915,2122,5453,422,1867
YNL067W,846,298,446,6560,4879
YNL067W-A,-2,-2,-2,-2,-2
YNL067W-B,3218,3509,2244,1095,3888
YNL068C,4795,424,6578,6129,4216
YNL069C,298,846,446,6560,4879
YNL070W,4974,2453,5250,5239,5781
YNL071W,1974,1934,492,6173,1189
YNL072W,1335,4241,3785,5385,5006
YNL073W,2345,5912,6490,205,6322
YNL074C,3973,2056,6224,1127,4704
YNL075W,6435,3327,5066,3769,522
YNL076W,2352,236,5621,1933,3584
YNL077W,2517,1845,434,2225,4036
YNL078W,5624,6320,3949,1005,5158
YNL079C,1998,4062,6079,1170,2773
YNL080C,5760,1984,4195,5196,5145
YNL081C,3846,2220,6291,5593,1100
YNL082W,5647,750,1134,4931,5768
YNL083W,153,213,6587,3861,4984
YNL084C,3212,5366,128,5925,4452
YNL085W,2561,3153,1919,5205,5196
YNL086W,1419,3727,1627,2175,4530
YNL087W,1863,221,342,3887,3802
YNL088W,5555,227,4169,3332,2469
YNL089C,5210,5207,5206,5202,5209
YNL090W,4491,2441,911,536,48
YNL091W,3054,5204,5523,5414,6378
YNL092W,5176,404,3625,5204,537
YNL093W,4705,3914,1880,4598,5419
YNL094W,1340,746,4929,1574,5418
YNL095C,5204,5285,5129,5207,78
YNL096C,846,298,446,6560,1804
YNL097C,5456,6343,3104,5037,352
YNL097C-B,4065,1972,6163,3501,6043
YNL097W-A,5212,-2,-2,-2,-2
YNL098C,4424,3262,2985,6367,3429
YNL099C,2719,753,5143,5170,1173
YNL100W,638,2619,538,2038,3916
YNL101W,618,1861,3820,3108,569
YNL102W,6595,3710,5385,6648,4187
YNL103W,3555,3223,3062,1305,6194
YNL103W-A,5222,5220,-2,-2,-2
YNL104C,2102,3511,4865,3646,590
YNL105W,5791,626,4338,5874,5224
YNL106C,5390,4418,1255,3887,2047
YNL107W,2366,6480,6400,1556,1981
YNL108C,5227,5233,5242,5241,5237
YNL109W,5226,-2,-2,-2,-2
YNL110C,5066,2808,1869,2856,2174
YNL111C,3059,2796,4694,4737,3824
YNL112W,2535,2474,284,2630,3746
YNL113W,3558,6569,2916,3817,5955
YNL114C,5231,2823,5887,5297,6403
YNL115C,5226,4740,5242,5917,4281
YNL116W,3146,1744,1129,3672,3713
YNL117W,4000,1792,62,6461,659
YNL118C,1639,5709,938,2270,6588
YNL119W,2310,3018,2879,5999,596
YNL120C,-2,-2,-2,-2,-2
YNL121C,4974,5250,5185,2453,4814
YNL122C,410,5115,3664,1383,4962
YNL123W,5431,5945,3474,5545,3583
YNL124W,988,4278,2836,3126,2857
YNL125C,2908,6466,428,6615,3307
YNL126W,2946,4315,56,4984,1418
YNL127W,4779,4344,1247,4806,2033
YNL128W,2305,4995,878,686,1834
YNL129W,5957,4312,1469,4443,2374
YNL130C,2585,5919,3568,3931,4929
YNL130C-A,3793,2157,489,1193,5829
YNL131W,4974,5239,2453,5185,4814
YNL132W,3327,5066,522,4278,5000
YNL133C,4390,4392,869,100,4612
YNL134C,898,1609,276,4743,3591
YNL135C,3561,3867,3878,1196,6405
YNL136W,2366,6480,3576,1981,1644
YNL137C,2226,410,526,3596,3664
YNL138W,1998,5900,148,721,4652
YNL138W-A,5900,148,721,4652,6552
YNL139C,855,4884,1450,2941,1200
YNL140C,5259,3072,2947,4475,1818
YNL141W,3600,1468,4312,4623,1511
YNL142W,3940,3645,6492,5766,1761
YNL143C,2440,3072,5260,2947,4475
YNL144C,5265,3946,4836,5963,3836
YNL144W-A,5264,-2,-2,-2,-2
YNL145W,1532,1983,3884,2126,3027
YNL146C-A,4065,3446,3437,1532,-2
YNL146W,1587,4065,1337,2608,6377
YNL147W,5900,4652,1894,3517,3384
YNL148C,6106,1723,6013,4736,4692
YNL149C,5272,5280,973,727,2338
YNL150W,5271,2010,2823,6146,764
YNL151C,5471,926,6663,6569,3817
YNL152W,4784,891,288,6407,2773
YNL153C,4303,2449,1625,4702,3444
YNL154C,1320,138,2410,1983,2905
YNL155W,3096,900,6009,4051,435
YNL156C,4577,2044,669,2648,1127
YNL157W,1991,2288,424,1133,3452
YNL158W,252,4871,5271,1552,2966
YNL159C,5118,4876,2753,1534,4186
YNL160W,304,1900,1968,5606,2855
YNL161W,3153,1993,3129,3866,1349
YNL162W,904,2244,4111,846,298
YNL162W-A,5129,5210,78,5289,5453
YNL163C,4104,6472,6291,4158,2195
YNL164C,799,3548,3286,4809,1825
YNL165W,4065,685,4339,3215,5287
YNL166C,2773,3571,1005,2875,3713
YNL167C,4197,741,1632,371,4937
YNL168C,3666,5896,2284,6089,4349
YNL169C,3568,5919,2533,1745,2891
YNL170W,-2,-2,-2,-2,-2
YNL171C,6508,4783,3440,1525,2068
YNL172W,4212,777,213,2340,1157
YNL173C,5351,469,485,2211,2151
YNL174W,5298,5232,6403,2536,4301
YNL175C,3848,5174,6061,5228,2474
YNL176C,876,5555,5436,5183,5651
YNL177C,3321,5115,4566,1681,161
YNL178W,846,298,446,6560,1804
YNL179C,6430,2206,1663,3262,1003
YNL180C,4547,911,2006,238,48
YNL181W,4469,4743,6093,3606,2150
YNL182C,2852,4084,2976,729,2630
YNL183C,5051,462,3344,3940,4722
YNL184C,6575,3072,2947,5260,4475
YNL185C,5891,5115,4626,707,1155
YNL186W,120,1275,845,2153,2036
YNL187W,3674,378,2853,6340,6319
YNL188W,6005,4012,56,6284,6422
YNL189W,4463,4450,2338,2193,5089
YNL190W,4125,6181,6388,4701,3338
YNL191W,557,2077,4412,4988,1691
YNL192W,876,288,273,4457,187
YNL193W,2924,1589,4065,2602,2340
YNL194C,5318,1003,1002,2864,5917
YNL195C,5317,1003,1106,4740,376
YNL196C,2290,309,5921,6647,1019
YNL197C,47,424,3429,5952,6367
YNL198C,4697,852,1951,4522,2937
YNL199C,6233,5339,6101,4645,6115
YNL200C,3825,4281,938,5236,5023
YNL201C,1111,171,6313,1876,3179
YNL202W,3909,2304,4644,4393,1308
YNL203C,3514,5325,4922,3477,4454
YNL204C,913,1865,5413,4377,3526
YNL205C,-2,-2,-2,-2,-2
YNL206C,3375,4011,4713,5369,3637
YNL207W,522,3816,831,5792,5886
YNL208W,215,4364,4980,5318,5565
YNL209W,2671,2220,1009,5301,6291
YNL210W,3516,2609,6552,2853,2351
YNL211C,2850,5514,6375,406,4849
YNL212W,1143,5380,1014,4612,4497
YNL213C,6056,6575,4174,909,2526
YNL214W,4294,2250,1295,2448,3476
YNL215W,1236,5173,6400,1675,1966
YNL216W,551,4580,4569,6562,4327
YNL217W,4778,16,5747,5502,4101
YNL218W,724,4958,3352,4114,2153
YNL219C,211,5499,5732,5803,2611
YNL220W,4476,3564,4878,4637,4988
YNL221C,533,36,2821,4230,2396
YNL222W,51,1876,1279,3681,4199
YNL223W,207,2277,2945,6280,5476
YNL224C,2216,5792,522,2461,3961
YNL225C,56,1418,3707,6130,6284
YNL226W,5350,6375,-2,-2,-2
YNL227C,543,1140,2944,4091,6472
YNL228W,5296,5356,5350,174,1269
YNL229C,6249,1761,3690,3251,1215
YNL230C,6203,5693,2139,916,6634
YNL231C,2552,4756,5894,3409,2106
YNL232W,2848,2534,2829,2466,694
YNL233W,3772,187,656,3571,1005
YNL234W,3703,3976,6093,4529,4428
YNL235C,5359,2823,-2,-2,-2
YNL236W,5604,2119,4154,5136,5695
YNL237W,5895,2799,4211,297,70
YNL238W,2302,4204,5967,3290,6350
YNL239W,6413,2163,1810,6190,3180
YNL240C,2187,3013,3152,2890,3972
YNL241C,463,2633,5504,2936,731
YNL242W,925,2049,2277,5346,6280
YNL243W,5199,940,3212,2548,1998
YNL244C,6499,1499,5090,3619,6118
YNL245C,4984,3988,1427,989,3763
YNL246W,4011,3949,3375,5329,5561
YNL247W,205,2568,2767,6322,1055
YNL248C,3558,6096,6569,6061,6095
YNL249C,5371,4499,5380,5370,5382
YNL250W,4995,217,1434,2712,2272
YNL251C,6354,4555,2887,1279,5675
YNL252C,5408,4626,1533,2604,4566
YNL253W,5259,1450,2941,4668,1179
YNL254C,2358,6146,3313,4851,5714
YNL255C,1919,5522,938,3671,988
YNL256W,4870,5065,3804,5985,2652
YNL257C,3339,3913,1387,2847,5335
YNL258C,4567,2242,5814,2194,1569
YNL259C,1326,571,4019,3599,4790
YNL260C,3562,1128,3986,3507,2187
YNL261W,4671,6632,4383,2300,1662
YNL262W,3710,6648,4187,1162,344
YNL263C,2554,1805,2297,5156,1997
YNL264C,2552,3409,4418,4756,2106
YNL265C,3936,6646,3663,3706,1557
YNL266W,5388,1623,1902,4237,5390
YNL267W,1439,1255,3360,3887,2309
YNL268W,6075,4545,3392,2425,4718
YNL269W,640,3905,5691,4842,450
YNL270C,686,1159,3316,678,2517
YNL271C,4335,5861,4033,4434,6635
YNL272C,1957,2333,2309,1724,1750
YNL273W,4801,6595,643,4187,145
YNL274C,1987,1792,5235,2589,5859
YNL275W,5254,1776,1764,1299,1139
YNL276C,5400,1983,3384,-2,-2
YNL277W,3636,3505,4416,3662,2058
YNL277W-A,4065,3055,-2,-2,-2
YNL278W,22,4290,1798,3446,5335
YNL279W,607,2612,3182,2611,5515
YNL280C,2754,4973,4606,2430,2558
YNL281W,3789,5761,6405,4954,1209
YNL282W,2821,5344,4230,36,533
YNL283C,4491,4447,2781,5665,2441
YNL284C,5891,161,1474,410,4566
YNL284C-A,5006,4270,4051,1180,3996
YNL284C-B,5006,360,4669,512,1748
YNL285W,6410,-2,-2,-2,-2
YNL286W,813,5064,512,5012,6377
YNL287W,2234,6654,6166,2084,1289
YNL288W,944,6530,22,3054,751
YNL289W,6187,2314,424,2883,4628
YNL290W,5885,3563,344,5651,5965
YNL291C,2601,5138,5826,238,902
YNL292W,6376,988,5991,1951,6061
YNL293W,5827,3914,5394,4434,4705
YNL294C,2141,2717,4916,6023,4817
YNL295W,2756,3618,1299,551,-2
YNL296W,2583,2656,5414,6480,2543
YNL297C,1182,3066,429,1212,3392
YNL298W,4335,469,48,2693,4480
YNL299W,3100,3306,954,5731,3902
YNL300W,6325,5995,2529,5996,5556
YNL301C,846,298,446,6560,1804
YNL302C,846,298,446,6560,1804
YNL303W,5430,-2,-2,-2,-2
YNL304W,6079,4293,31,5390,2084
YNL305C,5945,5241,3572,4867,4467
YNL306W,5508,6169,410,526,5507
YNL307C,2515,3459,2241,2050,3588
YNL308C,5000,6381,5734,406,6168
YNL309W,4285,827,1853,4807,5822
YNL310C,3540,5981,3036,1971,4090
YNL311C,1362,1389,907,3062,5819
YNL312W,4634,87,4383,1662,3438
YNL313C,5251,4299,3327,5174,3924
YNL314W,3235,3245,3241,479,3239
YNL315C,3445,3617,229,1277,3869
YNL316C,6518,431,2301,2908,3140
YNL317W,4199,3587,6565,1357,51
YNL318C,2106,123,2667,5445,1042
YNL319W,5444,6596,4266,3841,15
YNL320W,4202,3886,4534,991,1547
YNL321W,1526,3354,4223,6584,2264
YNL322C,6627,2547,6091,4137,502
YNL323W,27,1920,1130,752,5519
YNL324W,977,356,4506,505,5451
YNL325C,2047,4506,5166,2049,4346
YNL326C,1637,1320,5769,2796,3907
YNL327W,5538,2122,4396,2915,5179
YNL328C,3364,3036,5981,6221,2400
YNL329C,4294,1295,2250,5597,836
YNL330C,5553,5212,6480,4830,5142
YNL331C,-2,-2,1024,1684,1617
YNL332W,6427,2519,5609,1657,285
YNL333W,4851,5460,2017,2016,4852
YNL334C,5459,2016,4852,2017,515
YNL335W,479,724,2153,2018,2415
YNL336W,2019,580,4744,2742,1030
YNL337W,5464,3661,1619,5549,1945
YNL338W,5463,5466,5467,3661,3005
YNL339C,4597,1712,4081,2744,4595
YNL339W-A,5467,5465,5464,5463,6288
YNL339W-B,5466,5465,5464,5463,6288
YNR001C,4417,3753,3617,6431,5186
YNR001W-A,-2,-2,-2,-2,-2
YNR002C,3892,806,1987,137,4644
YNR003C,2631,6569,5273,3817,5955
YNR003W-A,5471,-2,-2,-2,-2
YNR004W,6319,3742,1286,4380,378
YNR005C,2771,2687,-2,-2,-2
YNR006W,4051,589,2687,4542,6223
YNR007C,2945,6280,207,4346,6310
YNR008W,5993,5488,4929,5094,3991
YNR009W,4285,827,5435,5822,1853
YNR010W,2224,1740,5695,6638,4154
YNR011C,3849,1427,2664,4984,2938
YNR012W,3688,4351,1469,1649,2896
YNR013C,4735,572,363,2617,2065
YNR014W,4977,5852,6228,2368,5482
YNR015W,1161,2832,2768,6022,885
YNR016C,3858,917,6396,4240,62
YNR017W,3036,2564,997,3632,3407
YNR018W,4631,2289,1160,6682,2284
YNR019W,5477,5993,4102,3813,4022
YNR020C,3872,2395,6690,3989,2752
YNR021W,5851,4065,2150,713,1037
YNR022C,4921,2689,707,4956,4607
YNR023W,3441,565,6038,6491,6172
YNR024W,2848,2829,5731,5573,2534
YNR025C,6572,2493,2075,-2,-2
YNR026C,6382,6243,975,4311,3132
YNR027W,285,1657,6586,4468,2381
YNR028W,4576,4680,3527,4319,5254
YNR029C,3431,4959,3918,510,1035
YNR030W,5342,2611,211,5732,5803
YNR031C,4088,1015,3173,1860,3390
YNR032C-A,6059,1003,4636,1427,1973
YNR032W,4778,16,5340,5324,2288
YNR033W,3886,5065,2120,6518,2652
YNR034W,5364,2961,733,2641,1300
YNR034W-A,733,1106,2372,2045,1796
YNR035C,509,3560,4490,800,3675
YNR036C,6169,3609,6346,5508,1398
YNR037C,526,3609,2689,5507,5432
YNR038W,6020,1721,802,4802,3111
YNR039C,1252,3037,5016,6068,2355
YNR040W,4065,451,2635,2349,2926
YNR041C,5653,2640,251,5557,5864
YNR042W,5512,6420,-2,-2,-2
YNR043W,4738,4979,6276,4991,3432
YNR044W,747,3497,2126,607,4579
YNR045W,5031,2606,6705,1904,4150
YNR046W,4615,1181,5684,708,407
YNR047W,446,1920,3798,4860,1130
YNR048W,27,4926,5449,752,4925
YNR049C,6397,2373,32,1205,6080
YNR050C,3247,3114,374,1285,961
YNR051C,1901,4760,2424,1748,2853
YNR052C,5414,22,751,6530,944
YNR053C,1869,802,6375,1721,1140
YNR054C,1428,1870,2943,1519,522
YNR055C,5178,3145,256,3144,6136
YNR056C,5529,5528,2435,2672,3654
YNR057C,5529,2672,5527,2435,3653
YNR058W,5528,2672,5527,1799,2435
YNR059W,1554,5140,3105,3962,3403
YNR060W,4130,2167,5003,4812,5103
YNR061C,998,6612,1072,1538,1032
YNR062C,1306,1799,-2,-2,-2
YNR063W,2644,1878,1104,6040,4008
YNR064C,5967,5157,3213,1987,6249
YNR065C,3993,3141,3835,2989,2052
YNR066C,561,96,5619,35,5765
YNR067C,5453,2122,2915,1867,4396
YNR068C,5540,1868,3506,4061,3654
YNR069C,5539,1868,3506,4061,2652
YNR070W,2667,2802,2513,4006,4040
YNR071C,1944,5565,240,2763,5071
YNR072W,1548,3489,5544,5542,3703
YNR073C,1027,3658,2087,1717,4573
YNR074C,3474,5945,6249,2757,5241
YNR075C-A,3618,1411,1331,4778,771
YNR075W,5377,3201,1760,2873,2362
YNR076W,81,579,3204,2738,1618
YNR077C,3661,5463,1619,3900,2020
YOL001W,6187,2617,2065,424,6383
YOL002C,3313,5195,4812,319,2150
YOL003C,1320,5769,1637,273,5670
YOL004W,4830,5456,3104,692,2292
YOL005C,2916,3724,5892,2166,2433
YOL006C,5203,2306,5396,4340,4187
YOL007C,5426,6423,6325,3913,4970
YOL008W,5512,5864,4304,2215,2640
YOL009C,2318,8,4015,58,4814
YOL010W,3327,3769,522,5000,6381
YOL011W,4665,6269,3991,5919,4754
YOL012C,5142,120,1275,1395,258
YOL013C,472,4772,4310,3045,900
YOL013W-A,1070,1144,4741,-2,-2
YOL013W-B,-2,-2,-2,-2,-2
YOL014W,5542,1944,4364,240,5100
YOL015W,1019,1329,2962,5348,5778
YOL016C,366,2169,5968,5100,6144
YOL017W,520,5604,812,2041,4796
YOL018C,1540,4968,2191,32,175
YOL019W,6557,6558,2901,2192,1876
YOL019W-A,4044,194,2367,-2,-2
YOL020W,6439,5051,1920,2101,271
YOL021C,2848,2534,2829,2466,694
YOL022C,2856,3565,1423,3111,6251
YOL023W,1339,5585,410,2294,1632
YOL024W,2045,4065,-2,-2,-2
YOL025W,1180,4213,907,3467,1389
YOL026C,5239,4183,1542,2419,2453
YOL027C,451,962,3396,1905,1734
YOL028C,1493,5762,4605,1311,585
YOL029C,4954,6405,1273,4065,5580
YOL030W,6145,1091,332,2668,5084
YOL031C,3741,3290,183,6047,5761
YOL032W,3408,2517,1214,1310,4038
YOL033W,2553,2201,681,2649,2859
YOL034W,4503,1645,4089,1344,878
YOL035C,6067,-2,-2,-2,-2
YOL036W,3222,5153,5589,1254,4065
YOL037C,5588,-2,-2,-2,-2
YOL038C-A,-2,-2,-2,-2,-2
YOL038W,3258,4699,6009,2777,1739
YOL039W,846,298,6560,3643,2456
YOL040C,846,298,446,6560,1804
YOL041C,5066,5174,6200,1567,5954
YOL042W,751,5523,5061,4730,5414
YOL043C,141,3786,4666,13,4622
YOL044W,5455,3874,1295,4294,5337
YOL045W,3700,5599,617,969,6024
YOL046C,5598,-2,-2,-2,-2
YOL047C,2328,3293,3294,2072,685
YOL048C,2328,5600,3293,18,3698
YOL049W,3361,6249,4412,3251,519
YOL050C,5604,-2,-2,-2,-2
YOL051W,4154,5359,773,2119,1364
YOL052C,6527,3861,4231,5025,1968
YOL052C-A,5025,1968,4740,4933,2459
YOL053W,4160,1681,6292,170,4667
YOL054W,3714,5142,258,121,1276
YOL055C,6378,5884,1025,2015,3655
YOL056W,2948,6450,666,5107,2639
YOL057W,3329,5489,2836,6023,6242
YOL058W,3348,3604,2766,1799,6053
YOL059W,3181,792,1789,133,3968
YOL060C,950,5257,4558,4662,6117
YOL061W,3857,194,5078,1841,2699
YOL062C,3553,160,3499,3807,2305
YOL063C,6125,4400,6358,6178,5504
YOL064C,6637,3505,3662,2323,631
YOL065C,1957,1255,3887,6437,1216
YOL066C,417,4431,1558,2159,156
YOL067C,236,2352,5191,659,4197
YOL068C,692,3135,6027,360,3929
YOL069W,2571,3170,1735,4874,6373
YOL070C,5193,6320,3949,5866,6051
YOL071W,3822,4053,5501,161,294
YOL072W,1200,6005,370,1426,3578
YOL073C,864,3699,472,5971,4614
YOL075C,665,2727,4025,4007,1176
YOL076W,6590,6509,1685,2761,6001
YOL077C,5066,1869,2856,6375,1721
YOL077W-A,4687,6440,1444,6477,3678
YOL078W,5116,1834,3878,4822,2964
YOL079W,-2,-2,-2,-2,-2
YOL080C,2826,4299,5011,5630,5190
YOL081W,5215,5839,4424,65,6128
YOL082W,3774,6507,207,3172,2253
YOL083C-A,-2,-2,-2,-2,-2
YOL083W,2253,6507,207,3774,3172
YOL084W,984,2459,1003,5318,4740
YOL085C,5641,4065,668,-2,-2
YOL085W-A,5640,4065,-2,-2,-2
YOL086C,4127,2356,45,666,3726
YOL086W-A,939,3208,3352,5885,6455
YOL087C,1840,193,4051,4270,1180
YOL088C,1590,623,6036,3015,4742
YOL089C,1076,256,3472,4605,5091
YOL090W,344,4931,750,5197,1134
YOL091W,2267,4331,5921,412,1329
YOL092W,1066,732,3796,6162,3494
YOL093W,2832,1206,1161,981,3385
YOL094C,3563,344,5965,5416,343
YOL095C,1393,4667,2247,1352,6084
YOL096C,5864,5512,2640,1251,4721
YOL097C,3099,2568,2649,1324,4143
YOL097W-A,4335,6375,158,1972,-2
YOL098C,153,4828,2651,4211,2477
YOL099C,5658,4139,2743,-2,-2
YOL100W,238,3798,2985,1561,4860
YOL101C,4105,3313,5843,5656,4812
YOL102C,88,2632,4189,6241,4813
YOL103W,6428,5554,3807,160,4273
YOL103W-A,5006,4270,4051,1180,3996
YOL103W-B,1275,5006,5112,4270,6624
YOL104C,6364,3274,2171,4819,2712
YOL105C,4491,2387,5407,4447,2441
YOL106W,1067,673,4449,4920,1885
YOL107W,5627,4065,6176,2472,6411
YOL108C,1164,2710,3417,3568,1745
YOL109W,4447,2387,4491,5419,4824
YOL110W,4352,5215,5839,1320,1167
YOL111C,5737,5908,873,400,4038
YOL112W,3914,5827,5394,4434,4033
YOL113W,4335,469,5424,2693,3866
YOL114C,2164,707,2240,6169,1474
YOL115W,954,3306,3100,3902,5731
YOL116W,4928,1789,1851,6233,4948
YOL117W,1222,4775,3091,996,923
YOL118C,1023,3737,6057,6051,5679
YOL119C,5678,2784,5498,1930,510
YOL120C,846,298,446,6560,1804
YOL121C,846,298,446,6560,1804
YOL122C,2805,566,4116,6338,27
YOL123W,2140,4815,1279,267,5998
YOL124C,5517,1206,5175,981,3385
YOL125W,5684,314,885,2009,6186
YOL126C,4000,6431,3693,489,659
YOL127W,1128,846,298,446,6560
YOL128C,3833,4861,4579,5845,4789
YOL129W,3539,680,2780,4368,4284
YOL130W,6088,6218,9,4835,5443
YOL131W,5435,3905,450,6281,4572
YOL132W,6145,2668,5935,2399,705
YOL133W,907,2367,4213,6203,4419
YOL134C,5696,5693,-2,-2,-2
YOL135C,2224,2817,1740,1364,6638
YOL136C,2624,4461,4497,3419,4976
YOL137W,2381,4166,1818,3220,3428
YOL138C,2196,3635,237,1169,4311
YOL139C,2543,1919,2144,3402,3960
YOL140W,3348,1799,4816,3329,5612
YOL141W,2145,6371,4602,2832,5700
YOL142W,2848,2534,2829,2466,694
YOL143C,532,1558,156,417,3891
YOL144W,4324,6375,3676,5509,694
YOL145C,2344,555,5862,4543,4610
YOL146W,6595,4187,4383,2300,1662
YOL147C,4294,1295,1321,836,4776
YOL148C,2637,1186,2208,335,1219
YOL149W,5236,1639,2270,938,3384
YOL150C,6164,-2,-2,-2,-2
YOL151W,4743,1609,2742,4601,1767
YOL152W,4130,4535,4771,2167,1892
YOL153C,-2,-2,-2,-2,-2
YOL154W,2355,2072,2328,6146,2356
YOL155C,3022,5742,1727,5741,3196
YOL155W-A,3043,2625,-2,-2,-2
